text	label	cer	pol	tense
징벌적 상속세 옹호론자들 주장은 천편일률적이다.	1	1	2	1
4만 포인트 가까이 올랐던 니케이지수도 순식간에 60% 폭락했다.	0	1	2	0
제헌절 의미를 알기 위해서는 헌법을 만든 의미부터 알아봐야 합니다. 	2	1	2	2
이재명 더불어민주당 후보가 임기 중 100만가구를 공급하겠다는 ＇기본 주택＇은 토지를 공공이 보유해 분양가를 반값으로 낮추는 토지임대부 주택과 장기공공임대 주택으로 구성돼 있다.	0	1	2	1
하지만 진짜로 놓치지 말아야 할 것은 와인 스파 세션이다.	1	1	2	1
일반인들을 비롯하여 브릿팝 밴드 블러의 베이시스트 알렉스 제임스까지 참여한 이제껏 없었던 새로운 프로젝트 앨범으로 에릭 휘태커의 독특한 이벤트성에만 그치지 않은 수록된 16곡 모두가 합창음악의 진수를 보여주고 있다.	1	1	2	1
그 안에 조금은 덜 특별하고 덜 빛나는, 추락해버린 천재들이 있다.	1	1	2	1
북한은 남한과는 비교할 수 없을 정도로 뛰어난 전쟁 능력을 갖추고 있었다.	1	1	2	0
바로 알몸으로 자면 숙면에 좋다는 포스팅이 화제를 모았다.	0	1	2	0
입에서 입으로 노래되어 전해지던 구송시(oral poetry) 시대에 생긴 것이라 형식부터 대단히 낯설다.	1	1	2	1
내년에도 산업과 기업별로 주가 움직임이 차별화되며 주가가 종목 적정 가치를 찾아가는 모습이 두드러질 가능성이 높다.	1	1	0	1
미국 주도로 이뤄지던 화웨이 ＇불매운동＇에서 탈퇴한 셈이다.	1	0	0	0
코카콜라엔터프라이즈의 회장이자 CEO였던 브라이언 G 다이슨이 조지아텍주립대 172번째 졸업식 연설에서 이런 말을 했다.	0	1	2	0
당연히 암시장과 감시당국에 주는 뇌물도 등장했다.	0	1	2	0
＂견과류에 함유된 지방은 대부분 혈관 건강에 이로운 불포화지방입니다.＂	2	1	2	1
결국 위원회는 시작부터 삐꺽거리더니 의견 차이를 극복하지 못한 채 결렬됐다.	0	1	2	0
일각에서는 아직 일본과 같은 장기 침체 조짐이나 노동생산성의 갑작스러운 저하가 나타나고 있지는 않다고 말한다.	0	1	1	1
외국에서 하니 우리도 하자는 것이 아니다.	1	1	1	1
투자 위험이 높은 반면 연 5~10%대로 이자가 높아 고위험·고수익 상품으로 통한다.	0	1	2	1
비록 국내 정치 상황이 어렵지만, 외교·안보정책만큼은 국내 정치와 별개로 국익 차원에서 일관성을 유지해 나가야 할 것이다.	1	0	0	2
＇탁 치니 억 하고＇란 말만 남기고 무책임하게 자리를 뜨는 경찰총수의 속마음은 어떠했을까?	1	0	0	0
＂그 이유는 당이 장 기능에 악영향을 미치기 때문인데요.＂	2	1	2	1
즉 그들 대부분이 세계화에서 소외되고 대영제국의 영광을 그리워하는 고령자, 저학력, 저소득층은 아니라는 것이다.	1	1	1	1
우한은 자동차부품 공장의 집결지라 벌써 서플라이 체인 문제로 한국 업체도 가동에 문제가 되기 시작했다.	0	1	2	0
＇바람의나라: 연＇은 국내 최장수 온라인게임 ＇바람의나라＇ 지식재산권(IP)을 기반으로 제작된 모바일 게임이다.	0	1	2	1
인구 절벽 문제를 해결하기 위해 인구의 절반이 여성인 우리나라에서 여성의 경제 참여율을 높이는 것이 중요하다.	1	1	2	1
지금 시대가 컴퓨터 교육을 비빔밥의 나물로 취급할 정도로 한가하지 않다.	1	1	1	1
특히 탄소중립을 위해서는 생산기지에서 배출하는 탄소뿐 아니라 사용 에너지 생성 과정에서 배출되는 탄소, 부품 공급사들이 배출하는 탄소가 모두 관리 대상이고 따라서 제조 거점과 공급망의 최적화가 필요하다.	1	1	2	1
우리 사회가 긴급하게 해결하고 싶은 거의 모든 문제가 해결될지도 모릅니다.	2	0	0	2
`이게 바로 예열이 잘 됐다는 증겁니다.`	2	1	2	1
21일 머리를 빗고 옷을 갈아입으니 병이 약간 호전되는 듯했으나 다음 날 사망하고 말았다.	0	1	2	0
이외에도 ＇타오르는 영겁의 무덤 신속처치＇ 업적을 달성하고 칭호 ＇불멸＇을 획득할 수도 있다.	1	0	0	2
그녀는 많은 해산물을 먹지 못하므로 새우도 먹지 못할 것이다.	3	0	1	2
피사가 독일군에 끌려다니며 행군을 하는 과정에서 공중폭격이 일어나자 혼란을 틈타 주변 숲으로 탈출했다는 것.	0	1	2	0
특히 개인의 내면을 깊이 들여다보고 사람 본연의 자유에 관해 관심이 컸던 시인과 학자들이 이 두 캐릭터를 선명한 이미지로 만들어 냈다.	0	1	2	0
싱크탱크들은 외국 정부와도 소통을 하고 있어 외교정책 형성에도 기여하고 있다.	0	1	2	1
식약청 관계자는 ＂한국식품공업협회를 통해 각 관련업체에 점검계획을 미리 알려 업계의 자발적인 위생관리를 적극 유도해 나갈 것＂이라고 말했다.	3	1	2	0
이는 재발과 자연적 치유를 반복하는 소화 궤양과 달리 위궤양은 악성종양에서 나타나는 경우도 있어 더욱 각별한 주의가 요구되기 때문입니다.	2	1	2	2
한글날 연휴, 편안하면서도 즐거운 계획을 세운 여러분을 이런 도발적 질문으로 불편하게 만들어드려 우선 송구스럽다는 말씀을 전해드리고 싶다.	1	1	2	1
대책에 따르면 일반가구는 물론이고 주택임대업 및 개인사업자, 법인 등도 서울 등 투기지역과 투기과열지구에서 15억 원 넘는 주택을 사면 주택담보대출을 받지 못한다.	0	1	1	1
＂우리 몸에 있는 세포나 조직, 기관들은 혈액을 통해서 산소와 영양분을 공급을 받는데 이때 발이 건강하지 않으면 심장에서 내려온 혈액이 위로 돌아가지 못해서 각종 질환이 생기게 됩니다.＂	2	1	2	1
그것이 친일 부역의 원인이 되기도 했다. 	1	1	2	0
475년 고구려군 공격에 백제는 21대 개로왕이 전사하고 수도 한성을 내준다.	1	1	2	0
'평생 동안 네다섯 번밖에 볼 수 없는 미소를 보여준 사람이다.'	2	1	2	1
선풍기를 예로 들어 다이슨 선풍기가 최고의 브랜드라면 모두 그것을 갖고 싶어한다는 것이다.	0	1	2	2
시간과 공간의 제약을 벗어날 것으로 예측된다.	3	0	0	2
＂후두하근과 연결된 혈자리가 바로 풍부혈과 풍지혈입니다.＂	2	1	2	1
지역구 조건이나 건축법상의 제한을 준수하지 않아 불이익이나 벌금 등의 제제가 있을 것이다.	3	0	1	2
또 공공기관 차량 2부제만으로는 한계가 있으니 민간 확대가 필요하다.	1	1	2	1
서지현 검사의 폭로로 시작된 미투 폭로가 문화예술계를 넘어 정치권, 종교계, 대학가, 직장까지 우리 사회 도처에 미치지 않은 곳이 없다.	0	1	2	1
사마귀는 신체 어느 부위에나 생겨 대수롭지 않게 생각하는 피부질환이다.	3	1	2	1
닛산은 실적 악화로 전체 인력의 10%에 해당하는 1만2500명 감원을 실시하고 있다.	0	1	2	1
어느 시대에나 유명하지 않은 기술이 훨씬 더 많다.	0	1	2	1
땜질식 처방은 안 된다.	1	1	1	1
우리의 몸에는 많은 세균이 존재하는데, 세균은 유해균과 유익한 균으로 나누어집니다.	2	1	2	1
강제 동원 피해자들이 어떤 생각을 하는지가 가장 중요한 문제인데 정부는 논의해보겠다는 거짓말만 할 뿐 아무런 조치를 취하지 않을 것이다.	3	0	1	2
＂우리 모두가 평등해질 때까지, 우리 중 누구도 평등하지 않다.＂	0	1	1	1
편식을 하면 건강에 좋지 않으므로 고쳐야 할 것이나 쉽지 않을 것으로 예견된다.	3	0	1	2
특히, 자극적인 음식은 위 내에서 음식물이 내려가는 속도를 늦춰 역류성 식도염을 악화시키기 때문에 피하시는 것이 좋습니다.	2	1	2	2
필자도 한때 스키를 열심히 탔던지라 그런 사람들의 마음을 잘 안다.	1	1	2	1
구제역이 확산되자 정부는 정밀검사 이전이라도 가축방역관 판단에 따라 살처분이 가능하도록 조치했다.	1	1	2	0
＂2018년 통계에 따르면 65세 이상 노인 인구 중 약 75만 명 이상이 치매를 앓고 있습니다.＂	2	1	2	1
＂그냥 알려드리면 서운하죠, 맞혀 보세요.＂	2	1	2	1
해를 거듭할수록 나는 이 부분에서 어떤 두드러진 특징 하나를 발견하게 되었다.	0	1	2	0
많은 사람들이 그를 도와줄 거라고 나서고 있기 때문이고, 당장에라도 구조될 가능성이 높다.	3	0	0	2
기업들이 간절히 바라는 것이 바로 신산업 육성과 규제 혁파다.	1	1	2	1
한 연구진의 연구에 따르면 머신러닝 알고리즘이 보석 불허 결정을 내리는 유색인종의 비율은 41%가 하락하기도 했다.	0	1	2	0
타다 모델은 이렇게 법률상 근거가 있기에 타다를 140만명이 이용하는 동안 주무부처인 국토교통부는 타다를 불법 여객자동차운수사업으로 선언하지 못했다.	0	1	1	0
여기에 미국과 유럽연합(EU)을 더하면 수십조 달러가 넘는다.	0	1	2	1
코로나19로 운영이 어렵던 실내 체육시설에 다시 활기를 찾으며 사람들의 발길이 끊이지 않을 것으로 예견된다.	3	0	0	2
추축국 중 하나였던 이탈리아가 항복했기 때문이었다.	1	1	2	0
따라서 구조적 차원의 문제는 한미 동맹의 상수로 작용한다.	0	1	2	1
그럴 때마다 사람들은 우리나라 산에 많이 자생하는 소나무로 혹독한 기근을 이겨냈다.	0	1	2	0
그것도 신라에서 가장 귀한 특산품을 준비하여 당나라 태 종에게 전하며 다시 한 번 구원병을 요청했다.	1	1	2	0
웹페이지를 출력하다 보면 가장 큰 문제점이 원하는 부분에 대한 출력이 어렵다는 점이다.	1	1	1	1
겪어보지 못한 신종 감염병에 대해 대처하기 위해선, 질병에 대한 이해와 활용할 수 있는 약물의 효과와 부작용에 대한 정보가 필수적이며, 이는 의료기관의 임상 빅데이터를 활용하여 찾아낼 수 있습니다.	2	1	0	1
미국과 소련이 대립하던 1970년대, 소련의 MIG-25를 상대하기 위해 등장한 이래, 오늘날까지 우리나라를 포함하여 미국과 우방국 공군의 핵심 공중전력으로 활약중인 4세대 전투기 F-15는 스텔스 기능을 탑재한 5세대 전투기들이 등장하면서, 그 존재감이 과거에 비해 낮아지고 있는 가운데, 지난 13일 미국 공군이 28조원 규모의 F-15EX 전투기 조달 계약을 체결했다는 뉴스가 전해졌다.	0	1	2	0
표준 FM은 아침 6시부터 자정까지 매 정시와 30분에 뉴스 시간대를 편성하는 등 뉴스전문 채널로서 특성을 대폭 강화했다.	1	1	2	0
전국 배출가스 5등급 노후 경유차의 약 32%가 수도권에서 운행하고 있고 수도권의 미세먼지 개선을 위해서는 노후 차량의 퇴출이 시급한 건강권 차원의 문제이다.	0	1	2	1
당시 사스 위험을 공개했던 장옌융 교수는 중국 내 보도가 안 되자 외신을 통해 사스 위험을 알렸다.	0	1	2	0
입자의 크기와 화학적 조성이 건강 영향을 결정한다.	0	1	2	1
연관검색어 또는 자동완성검색어 서비스 제공도 기업이 판단할 문제이며, 연관검색어가 욕설 등 공서양속(公序良俗)에 반하는 내용이거나 타인의 명예나 프라이버시를 침해해 이를 방치할 경우 서비스 품질이 떨어질 것을 우려해 이를 삭제하는 것 역시 해당 기업의 경영 정책일 뿐이다.	1	1	2	1
`이때 필요한 건 단백질, 미네랄, 그리고 수분인데요.`	2	1	2	1
두 회사는 2023년부터 10년에 걸쳐 재활용 니켈 2만t을 공급받게 된다.	0	1	2	2
전 세계 모바일 통신기기의 75%와 컴퓨터의 90%가 중국에서 제조되고 있는 게 현실이다.	0	1	2	1
김창한 신임 대표는 현재 펍지의 경영을 총괄하고 있으며 선임 절차를 거친 후 크래프톤과 펍지의 대표를 겸직할 예정이다.	3	1	2	2
그림은 하얀 종이에 그린다는 고정관념을 뒤집는다.	0	1	2	1
재개발과 재건축을 활성화해야 한다는 주장은 투기꾼과 건설업자의 교활한 음모라는 뒤틀린 시각에, 집 없는 젊은이들은 얼마나 더 신음해야 할까?	2	0	0	2
`우리가 고기 요리할 때는 미리 양념에 재워두는 건 봤어도, 연근에 밑간을 한다는 건 처음 들어봐요.`	2	1	2	1
＂참새가 봉황의 뜻을 어찌 알랴.＂ 	2	1	0	1
온수 세탁은 세제와 소독제로 70℃에서 25분 이상 물로 세탁한다.	1	1	2	1
장애인인 배복주 정의당 부대표는 자기를 처음 만난 사람들은 이렇게 반응한다고 했다.	0	1	2	0
＂진짜 좋은 방법인 거 같아요.＂	2	1	2	1
일 년 중 가장 신경 쓰이는 날이 아버님 기제삿날이다.	1	1	2	1
마스크에 국한된 얘기가 아니다.	0	1	1	1
＂물을 끓일 필요도 없고 세면대에서 뜨거운 물로 바로 할 수 있어서 집에서도 손쉽게 하실 수 있고요.＂	2	1	2	2
수세식 변기는 인류의 삶을 증진시켰다.	0	1	2	0
적용 시기가 빠른 것 아니냐는 비판도, 70%라는 기준이 너무 높다는 불만도 존재한다.	0	1	2	1
＂내가 생선을 좋아하기 때문에 받지 않은 것이다.＂	2	1	1	0
하지만 2000년대 들어 대량 생산이 완벽히 국내 상품시장에서 자리 잡고 난 이후엔 더 이상 공장 제품들은 소비자들에게 고급이란 이미지를 어필하기가 어려워졌다.	0	1	1	0
한국에서는 일본의 천황 교체를 양가적인 심정으로 바라보는 한편에 한일관계 개선의 계기를 기대하는 심리가 있는 듯하다.	1	1	2	1
일산구에 거주하는 회사원 박미경(35)씨는 매일 9700번 버스를 타고 강남에 있는 직장까지 출퇴근을 한다.	1	1	2	1
김지선 노원을지대병원 이비인후과 교수는 `알레르기성 비염은 알레르겐을 피하는 회피요법이 가장 중요한 치료법이지만 집먼지진드기나 꽃가루 등을 완전히 차단한다는 것은 현실적으로 어렵기 때문에 약물치료로 증상을 조절하는 것이 필요하다`며 `약제 사용에도 불구하고 과민성 알레르기 소질이 사라지는 것이 아니고 투약 중지 시 재발할 수 있어 꽃가루가 날리는 시기에는 증상의 중증도에 따라 항히스타민제를 복용하거나 스테로이드 코 분무제를 적절히 사용해야 한다`고 조언했다.	0	1	2	0
`지금 조사한 게 미국의 예잖아요?`	2	0	0	0
또한 현장의 안전이 담보되지 않은 더 이상의 구조활동은 성과를 내기 매우 어려울 것이다.	3	0	1	2
수의사들은 강아지가 고통을 잘 표현하지 못할 뿐 성견만큼이나 신체 감각이 발달돼 있다고 한다.	0	1	2	1
＂아무래도 농구라는 종목이 슛을 쏘니까 어깨를 많이 쓰잖아요.＂	2	1	2	1
노동개혁도 좋고, 한반도 평화도 좋지만 현대차와 함께 먹고사는 수많은 사람들의 삶도 생각했으면 한다.	1	1	2	1
`올해는 멍게가 풍년이라 가격도 많이 싸다고 해요.`	2	1	2	1
특히 평소 면역력이 약한 분들은 대상포진이 발병할 가능성이 높기 때문에 평소 건강관리에 각별한 신경을 써야 합니다.	2	1	2	2
＂어디가 불편하신가요?＂	2	1	0	1
꽃이 피고 잎이 자라고 열매가 맺힐 때, 인간 아기가 먹고 마시고 배설할 때, 흙 속의 미생물이 동식물의 사체를 분해할 때, 세계는 순간순간 ＇후각의 지도＇를 새롭게 그려낸다.	0	1	0	1
F-14 톰캣은 1974년 9월 F-4 팬텀을 대신 엔터프라이즈 항공모함(CVN-65)에 처음 실전 배치되었으며, 2006년 2월 이라크 폭격 임무를 마치고 시어도어 루즈벨트 항공모함(USS CVN-71)에서 퇴역했다.	0	1	2	0
달러, 즉 외화 쪽에서 경제에 강한 충격이 전달돼 오고 있다.	1	1	2	1
현재 중산층 비율은 정부의 각종 현금성 복지와 노인 일자리 재정 퍼붓기 효과로 간신히 60%를 지키고 있다.	0	1	2	1
그렇다면 오래된 것이면 전부 자개장 같은 힘을 가질까.	2	0	0	1
현 정부는 대기업 자체의 고용창출력이 낮다는 단선적 수치만 내세우며 일자리 창출의 핵심세력이 중소기업이라고 생각하는 것 같다.	1	1	0	1
한게임은 T스토어에 리듬액션게임 ＇한게임 오투잼 아날로그＇를 출시했다.	1	1	2	0
＂마름모꼴로 썬 청피망과 홍파프리카를 약간 넣을게요.＂	2	1	2	2
`뇌졸중으로 인해 뇌에 혈류 공급이 원활하지 않으면서 뇌세포가 손상됐다는 증거입니다. `	2	1	2	1
이러이러한 규제를 만들어야 한다는 국민도 있고 만들면 안된다는 국민도 있다.	0	1	2	1
＇묻지마 투자＇ 투기 광풍은 사그라든 지 오래다.	0	1	2	1
전문가들은 아마존이 한국시장을 보는 관점을 좀 더 글로벌한 시각에서 조망할 필요가 있다고 지적한다.	0	1	2	1
디스플레이뱅크는 올해 LED LCD TV 판매량을 지난해 대비 19% 성장한 3200만대로 예상하고 있다.	0	1	0	1
어명소 국토교통부 2차관은 이날 정부세종청사에서 기자들과 만나 '화물연대는 일몰제 폐지를 주장하지만 정부는 받아들이기 어렵다'며 '원희룡 국토부 장관은 안전운임제를 (다른 나라에 없는) 특이한 제도'라 했다.	0	1	2	0
＂혹시 보관은 얼마나 할 수 있나요?＂	2	0	2	2
1층이라 불러도 어색하지 않아 보이는 반지하와 지상부보다 살짝 높은 위치에 올라서 있는 1층 공간이 한데 어우러지며 상점들의 다양성을 극대화했기 때문이다.	1	1	2	1
더 이상 암에 대해 공포심을 갖지 않고 암 치료 때문에 당사자와 가족 구성원 삶이 피폐해지는 일이 없도록 하고자 한다.	0	1	2	1
유한한 석유와 무한한 데이터의 근본적인 차이점에 ＂데이터는 석유와 다르다＂는 주장도 있지만, 섣불리 예단하기 어려울 정도의 파괴적 패러다임 전환에는 모두들 고개를 끄덕이며 수긍한다.	0	1	2	1
민동진 멜파스 상무는 `우리 제품은 자동 감도조절 알고리즘을 장착해 미국의 경쟁 제품보다 오작동률이 낮고 사용성이 월등하다`며 `우수한 성능과 가격경쟁력 덕분에 시장에 진입하면서 수입 대체 효과를 내고 있다`고 밝혔다.	0	1	2	0
삼성은 정부가 제시한 각종 인센티브와 입지여건 등을 고려해 이번 투자를 결정했다며 세종시 단지를 차세대 주력사업을 확충하는 거점으로 개발할 방침이라고 밝혔다.	0	1	2	0
예를 들어 지난 3개월 동안 인력 100명의 1주 평균 48시간 노동으로 에어컨 2만대를 생산한 기업이 ＇이상고온 현상＇으로 주문량이 급증해 1주 평균 4000대(20%)를 증산해야 하는데 단기간에 인력 충원이 어렵다면 특별연장근로 인가를 받을 수 있다.	1	1	2	1
`어때요, ** 씨, 맞는 것 같아요?`	2	0	0	1
먹을 것 앞에서 참을성 없는 아이도 그 정도는 짜증 내지 않고 참았으니까.	2	1	2	0
＂근데 정말 처지거나 늘어지는 거 없이 잘 빠지던가요?＂	2	0	2	0
다만 일각에서는 SK그룹의 소재 수직계열화가 국내 전체 반도체 생태계 측면에서는 부정적일 수 있다는 우려를 제기한다.	0	1	2	1
＂어머, 난 거의 다 해당하는데요?＂	2	1	2	1
일본이 한국에 수출규제를 할 정도로 일본 기술이 우위에 있다는 평가를 받는 핵심 소재다.	0	1	2	1
라이엇게임즈는 사전 체험 이벤트 기간 동안의 피드백을 반영해 LoR 공개 테스트를 기존 계획보다 앞당겨 시작한다.	0	1	2	1
완성차 업체 등의 중고차 시장 진입이 소비자 후생과 이 시장의 국제 경쟁력 향상에 결정적 역할을 한다.	0	1	2	1
그런데 한국 철수 카드를 내민 GM 역시 과거에는 손실에 허덕이던 회사였기에 그 회생 과정을 살펴보는 것은 의미 있다.	1	1	2	1
특히  ＇베리타스 스토리지 파운데이션＇은 이기종 벤더들의 씬 프로비전 스토리지를 감지하고 온라인 스토리지 재활용을 자동화하는 유일한 솔루션으로써 기업 고객들이 씬 환경을 지속적으로 유지할 수 있도록 해주며, 사용자들에게 효율적인 중앙관리와 자동화된 스토리지 교정과 함께 레거시 볼륨과 씬 볼륨에 대한 전례없는 가시성을 제공한다.	0	1	2	1
＂간도 잘 배도록 해 주거든요.＂	2	1	2	2
다른 조건에서도 일류 국가에 비해 손색이 없다.	1	1	2	1
《주영편》에 “조선 태조가 신묘에 제향을 올릴 때 면류관과 곤룡포를 착용했다는 기록으로 볼 때 명승 집안의 것을 본뜬 것이 분명하다”고 기술돼 있다.	0	1	2	0
＂단시간 운동이어도 충분히 혈당을 떨어뜨릴 수 있는 효과를 기대할 수 있습니다.＂	2	1	2	1
그는 가끔 몸이 피로하거나 과음을 한 다음날 점심시간을 이용해 수액을 맞기는 했지만 마늘주사나 비타민주사, 일명 영양주사는 가격이 비싸 선택하지 않았다.	0	1	1	0
이에 우리 공군은 지난 2008년 신형 장거리 공대지 미사일의 도입을 추진하게 되어 미국의 재즘(JASSM)과 유럽의 타우러스가운데 우여곡절 끝에 타우러스로 결정됐다.	0	1	2	0
그러자 주위에서 놀라 왕비의 명령을 사양하고 가마까지 걸어가 달라고 애원했다.	0	1	2	0
＂홍** 엄지께서 보시기엔 어떠세요?＂	2	0	0	1
그러나 미래의 창작은 동시다발적 창작으로서 서로가 누구인지 모르고 어느 곳에 사는지도 모르는 상태에서 이야기를 함께 써 나가는 새로운 방식을 말하는 것이다.	1	1	2	1
이유는 성리학일 것이다.	1	0	2	1
IPO를 통해 확보한 자금은 국내외 폐배터리 재활용 공장을 증설하는 데 활용할 계획이다.	0	1	2	2
＂그래야 연골을 지킬 수 있습니다.＂	2	1	2	1
멤버 라나가 포즈를 취하고 있다.	0	1	2	1
＂김치 양념장에 고춧가루가 들어가요.＂	2	1	2	1
국민 대다수가 보잉을 지켜야 한다는 것에 동의한다 하더라도 보잉을 지킨다는 것이 보잉의 경영자를 지키는 것인지, 노동자를 지키는 것인지, 주가를 지키는 것인지가 명확하지 않습니다.	2	1	1	1
7월 28일까지 입주자 모집공고를 하는 단지는 분양가상한제 적용을 받지 않고 종전 규정대로 일반분양가를 정할 수 있다.	1	0	2	2
인류는 또 다른 바이러스 재해가 생기지 않기를 간절히 바라고 있을 것이다.	3	0	0	2
또한 상대적으로 교통 소외지역이었던 서수원 지역발전에 크게 기여할 것으로 보인다.	1	1	2	1
이에 따라 물리적 형태의 화폐 사용의 미래는 불투명해질 것이다.	3	0	1	2
`기름에도 등급이 있습니다.`	2	1	2	1
`활성산소란 말 그대로 우리 몸속에 필요 이상으로 산소가 남아돌아 활성화된 상태입니다.`	2	1	2	1
야당이 반대하는 인사를 임명할 경우 지게 되는 정치적 부담과 책임보다 그 인사를 임명했을 때 달성할 수 있다고 판단하는 정책적 목표가 더 크다고 여겨지면 임명할 수 있다.	0	0	2	2
TV 앞에 누워 빈둥거리거나 이것저것 주워먹으며 한 겨울을 보내고 나면 당신은 석달 뒤 폭삭 늙어버린 자신을 만날 수도 있다.	1	1	0	2
여기에 오는 2월 임기가 끝나는 사외이사 3명과 공석 1명에 대한 추천 작업이 최근 시작돼 정권과 교감 있는 인사들로 교체되는 것 아니냐는 염려도 나오고 있다.	0	1	2	1
그 자체로는 전혀 매력이 없던 커피 생두가 인간의 수고로 정말 매력적인 제품이 되는 것이다.	0	1	2	2
＂만약 어떤 이유로든 통합진료를 중단해야 하는 상황이 온다면 그땐 의사들 사이에서 먼저 큰 목소리가 나올 것입니다.＂	2	1	2	2
＂그게 다 인슐린 때문이였어요?＂	2	0	2	0
＂그 점이 항상 안타까웠습니다.＂	2	1	2	0
작년 초 고환율이 수출 가격 경쟁력 제고에는 도움이 됐지만 달러 기준 수출액 감소의 원인이 됐다.	0	1	2	0
의식적으로 자신의 친부모에 대해 무관심한 척 하는 경우도 있지만 이는 친부모에 대한 크나큰 사랑과 관심의 다른 표현으로 이해된다.	1	1	2	1
＇정치꾼＇이 얼씬거리지 못하게 해야 한다.	1	1	2	2
양육가설을 조목조목 논파한 이 책에 따르면, 아이의 행동이나 성격을 결정하는 것은 부모가 아니라 ＇또래 집단＇이다.	0	1	2	1
이러한 점은 여러 요인이 있을 수도 있으나 코스닥이 변동성이 크기 때문에 단기 투자가 용이하기 때문일 것이다.	1	0	0	2
경기는 설마설마하는 사이 믿을 수 없을 만큼 계속 떨어져서 이제는 제발 이게 바닥이기만을 바랄 뿐이다.	1	1	2	1
2016년 판결 때 7대2로 기각했다면 이번 판결에서는 5대4로 위헌이라는 소수 의견이 더 늘었다.	0	1	2	1
이항184를 세계 최초의 유인 자율 비행체라고 소개하고 있지만 그들만의 독보적인 것은 아니다.	1	1	1	1
엄마도 쉬어야 한다.	1	1	2	1
`그래서 통풍에 대한 경각심을 좀 더 높이고자 실제 통풍을 앓고 있는 사례자를 스튜디오에 모셨습니다.`	2	1	2	0
＂여기에 스트레스나 과로가 겹치면 숨어있던 대상포진 바이러스가 활동하기에 아주 좋은 환경이 만들어지는 거죠.＂	2	1	2	1
물론 꽃잎의 색깔도 상대적으로 부드러운 편이다.	0	1	2	1
그러나 콘돔 이외의 피임법이 있냐는 질문에는 정규 피임방법이 아닌 질외사정(39.2%)이 가장 높은 응답률을 기록했다.	0	1	2	0
산체스는 우디네세(이탈리아)와 바르셀로나(스페인), 아스널(잉글랜드)에서 해트트릭을 기록한 바 있다.	0	1	2	0
이번에 몇몇 은행에서 벌어진 ＇해외 금리 연계 파생결합펀드(DLF) 대규모 손실 사태＇는 초보자가 스키장 상급자 코스에서 사고를 낸 것에 비유할 수 있다.	1	1	0	0
가운데 있는 누리, 즉 나라라는 뜻이다.	1	1	2	1
그나마 분포가 미약해 기후 영향 등으로 멸종할 수도 있다는 게 연구자들의 주장이다.	0	1	2	1
일본 방송국에서는 인사가 매우 중요하다.	1	1	2	1
하지만, 이런 10대 청소년을 너무 걱정하지 않아도 된다.	1	1	1	1
청년 세대는 더 이상 획일화된 하나의 문화 속에 살지 않는다.	0	1	1	1
또한 인기 포켓몬 스티커 5종도 함께 제공된다.	0	1	2	2
조손가구 비율은 2005년에 5만8101가구로 95년 3만5194가구에 비해 65.1%나 증가했다.	0	1	2	0
토양의 50%가 사람의 재로 이루어졌다는 소문이 있을 정도다.	0	0	2	1
하기야 5년 전 민주당은 재정건전성 악화 없이 지출 절감과 세입 개혁으로만 178조원을 조달하겠다고 약속했다.	0	1	2	0
＂배를 갈라서 손으로 내장을 뜯어내야 하는데 그게 엄두가 안 나더라고요.＂	2	1	1	0
다만 국민연금, 일부 해외 의결자문기관들이 대대적으로 반대 의사를 밝힌 건 오점 중 하나로 보인다.	1	1	2	1
＂선진국은 노후생활을 할 수 있는 가처분소득을 가지고 있는 시니어 계층이 50% 이상인 반면, 우리나라는 6.1% 안팎입니다.＂	2	1	2	1
＂어떻게 만들면 되나요?＂	2	0	0	1
국제학술지 및 논문 저널의 대부분이 영어로 이루어져 있기 때문에, 영어를 못하면 이용에 어려움을 겪을 것이다.	3	0	1	2
16일부터는 스트리밍 플랫폼 트위치에서 ＇베일드 엑스퍼트＇의 ＇드롭스＇가 활성화된 방송을 1시간 시청할 때마다 한정판 요원 스킨을 획득 가능한 ＇스킨 박스＇ 선물 이벤트도 연다.	3	1	2	1
소득 최하위층이 생활을 정부 등의 지원에 의존하는 경향이 더욱 높아졌다는 얘기다.	1	1	2	0
그런데 어른들은 어떨까.	2	0	0	1
통상 긴급경영안정자금은 단기성 자금 위주로 지원돼 왔지만, 기업은행은 최근 어려운 경제여건을 감안해 대출 기간을 최장 3년으로 늘리고 지원기간 중 만기도래하는 한도거래여신에 대해서는 만기를 3개월간 추가 연장하기로 했다.	0	1	2	0
`맛있게 다이어트를 할 수 있는 식단, 고구마녹차현미밥, 달걀흰자부침, 그리고 올리브오일 부추 무침입니다.`	2	1	2	1
또한 월정액 5만5천원 무제한 요금제 가입 이용자가 늘고 있으며, 10명 중 6명은 소셜네트워킹(SNS) 서비스를 쓰고 있는 것으로 조사됐다.	0	1	2	0
그 무게를 본 적도 느낀 적도 없는 사람들이 그 선택에 대해 이러쿵저러쿵 평가한다는 건 참으로 몰지각한 일이다.	1	1	2	1
CJ그룹은 CJ(주) 93억원(지분율 10%), CJ올리브네트웍스 131억원(14.2%) 등 총 224억원(24.2%)을 비마이프렌즈에 투자했고 2대 주주에 올랐다.	0	1	2	1
조선 왕조는 27명의 왕이 있었다.	0	1	2	0
`콜레스테롤 질이 낮다는 것을 의미합니다.` 	2	1	2	1
여기에 정책당국의 딜레마가 있을 것이다.	1	1	0	2
